document,text,label,text_len_words,label_id
NUVEEN - REMARKETING AGREEMENT,"The Remarketing Agent shall keep such books and records with respect to the performance of its duties hereunder as shall be consistent with prudent industry practice and shall, to the extent permitted by law, make such books and records available for inspection by the Fund on reasonable notice during normal business hours.",Audit Rights,52,4
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,"For a period of six (6) months at the end of the Term (the ""Sell-off Period""); provided that the Agreement was not terminated by Wade as permitted herein, Naked will have the right to continue to sell the Wade Products (defined below) for which orders have already been placed at the end of the Term on the terms and conditions herein.",Post-Termination Services,61,29
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,The grant of each license hereunder includes the right to grant sublicenses to Related Companies for so long as it remains a Related Companies,Affiliate License-Licensee,24,0
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement,"During the Term of this Agreement and during any sell-off period, MusclePharm shall pay Lender a royalty (the ""Royalty"") of 10% on Net Sales (as defined below) of Licensed Products sold through its wholesale Distribution Channels or retail Distribution Channels, as the case may be and 10% on Net Sales of the Training Video and any Products sold in connection with any Training Video as contemplated pursuant to the last sentence of Section 4(a)(i) above.",Revenue/Profit Sharing,75,32
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement","NOTWITHSTANDING THE FOREGOING, THESE LIMITATIONS SHALL NOT APPLY TO DAMAGES ARISING FROM A PARTY'S (I) INDEMNIFICATION OBLIGATIONS UNDER SECTION 11.1 OR SECTION 11.2 HEREOF, (II) GROSS NEGLIGENCE OR WILFUL MISCONDUCT, (III) BREACH OF ITS OBLIGATIONS UNDER SECTION 9 OR (IV) INFRINGEMENT OR MISAPPROPRIATION OF THE OTHER PARTY'S INTELLECTUAL PROPERTY.",Uncapped Liability,49,37
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,STRATEGIC' ALLIANCE AGREEMENT (,Document Name,4,9
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,Kallo shall permit Agent or its designated Agent(s) to inspect Kallo's books upon Agent's request at Agent's expense during normal business hours of Kallo.,Audit Rights,24,4
ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement,"NOTWITHSTANDING ANYTHING TO THE CONTRARY IN THIS AGREEMENT, EXCEPT FOR (A) INDEMNIFICATION OBLIGATIONS OF A PARTY UNDER SECTION 6.1, (B) A BREACH OF SECTION 7 BY A PARTY OR (C) THE WILLFUL MISCONDUCT OR GROSS NEGLIGENCE OF A PARTY, NEITHER PARTY NOR ANY OF ITS AFFILIATES SHALL BE LIABLE TO THE OTHER PARTY OR ANY OF ITS AFFILIATES FOR ANY SPECIAL, PUNITIVE, INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, LOST REVENUES OR PENALTIES ARISING FROM OR RELATING TO ANY BREACH OF THIS AGREEMENT, REGARDLESS OF ANY NOTICE OF THE POSSIBILITY OF SUCH DAMAGES.",Cap On Liability,94,5
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,This Agreement shall be governed by the laws of the Province of Ontario and the federal laws of Canada applicable therein.,Governing Law,21,13
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT","Upon expiration of this Agreement, TDA shall cease all uses of the Rights and/or Smith's Likeness with respect to advertising, endorsing and/or promoting TDA, but TDA shall be free to continue to distribute and sell its Golf Instruction Related Products which incorporate Smith's Likeness for up to 180 days after the expiration of the Term (although TDA may not use the Rights or Smith's Likeness to promote or advertise TDA or any of TDA's non-Golf Instruction Related Products when selling the Golf Instruction Related Products, nor can TDA highlight Smith's Likeness in its packaging or sales efforts); provided, however, that TDA shall have no such right of post-Term sales unless TDA is not in default of any of its obligations hereunder as of the date of expiration or termination.",Post-Termination Services,129,29
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement,Freeze Tag Inc.,Parties,3,28
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement,"NOTWITHSTANDING ANYTHING TO THE CONTRARY IN THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY OR ITS AFFILIATES, ANY SUCCESSORS IN INTEREST OR ANY BENEFICIARY OR ASSIGNEE OF THIS AGREEMENT FOR ANY CONSEQUENTIAL, MULTIPLE, INCIDENTAL, INDIRECT, SPECIAL, EXEMPLARY OR PUNITIVE DAMAGES, OR LOSS OF PROFITS OR REVENUES ARISING OUT OF OR RELATING TO THIS AGREEMENT OR ANY BREACH HEREOF; PROVIDED, HOWEVER, THE FOREGOING SHALL NOT BE CONSTRUED AS LIMITING AN OBLIGATION OF A PARTY HEREUNDER TO INDEMNIFY, DEFEND AND HOLD HARMLESS THE OTHER PARTY AGAINST CLAIMS ASSERTED BY UNAFFILIATED THIRD PARTIES, INCLUDING, BUT NOT LIMITED TO, THIRD PARTY CLAIMS FOR SPECIAL, INDIRECT, CONSEQUENTIAL, PUNITIVE OR EXEMPLARY DAMAGES.",Uncapped Liability,112,37
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT ,"Agent hereby grants to Monsanto, during the term of this Agreement, a non-exclusive, royalty-free, non- transferable and non-assignable license (without the right to sublicense, except as specifically set forth in Section 6.11(h)) to use the Additional Roundup Products Trademarks for the purpose of and to the limited extent necessary to register the Additional Roundup Products with federal, state, or territorial government authorities (as may be required by law) in the United States and its territories (the ""Additional Roundup Products Trademarks",Non-Transferable License,80,26
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,"On and after the Commencement Date, RGHI shall, and shall cause its Affiliates to, until the 6th anniversary of the Commencement Date, afford to RCP and its employees and authorized representatives during normal business hours reasonable access to their books of account, financial and other records (including accountant's work papers), information, employees and auditors at the Company's expense to the extent necessary or useful for the Company in connection with any audit, investigation, or dispute or Litigation (other than any Litigation involving a dispute between the Parties) or any other reasonable business purpose relating to the Business; provided that any such access by RCP shall not unreasonably interfere with the conduct of the business of RGHI and its Affiliates.",Audit Rights,119,4
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement","(ii) Employ or seek to employ any person who is at that time employed by Franchisor, Franchisee, any other franchisee, master franchisee, developer, or development agent, or otherwise directly or indirectly induce such person to leave his or her employment; or",No-Solicit Of Employees,41,23
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,"Supplier shall permit Bank of America to inspect the physical system equipment, operational environment, and Confidential Information handling procedures.",Audit Rights,19,4
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement,"The term of this Agreement (the ""Term""), unless mutually extended by written agreement of the Parties or unless sooner terminated as provided herein, shall commence effective as of the date hereof and shall expire on December 31, 2028.",Expiration Date,38,12
AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT,Capital Resources may terminate this Agreement by giving the notice indicated below in this Section at any time after this Agreement becomes effective as follows:,Termination For Convenience,25,35
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,"Subject to the terms of this Agreement, subject to Manufacturer meeting EMV's requirements for quality, price and lead- time, EMV hereby grants Manufacturer an exclusive, non-transferable, license (without the right to sublicense) under EMV's Proprietary Rights in the Territory, during the term of this Agreement, to use the Specifications solely for the purpose of manufacturing the Products to fulfil Purchase Orders for EMV.",Exclusivity,63,11
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement,"A ""Competitive Business"" shall not include a full-service restaurant.",Competitive Restriction Exception,9,7
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,You shall include in the standard Unit Franchise Agreement used by you a provision which states that we are a third-party beneficiary to the Unit Franchise Agreement and are entitled to the rights granted in this Section 13.,Third Party Beneficiary,38,36
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT","April 8, 2020",Agreement Date,3,2
ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,"March 3, 2000",Effective Date,3,10
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT ,Any transfer or assignment not permitted by this Section 11.8 shall be null and void.,Anti-Assignment,15,3
AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,"When the FirstNet Authority or other governmental authority requests to review Vendor's records, AT&T and its auditors will review these records first if the FirstNet Authority or other governmental authority permits such review, and provide the records to the requesting governmental authority; provided, however, the FirstNet Authority and other governmental authorities retain the right to perform audits independent of AT&T.",Audit Rights,60,4
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1","No Party may directly or indirectly sell, assign or otherwise transfer (whether by asset or stock sale, merger, reorganization or otherwise) any or all of its rights or",Anti-Assignment,28,3
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,"AMENDMENT TO SECTION 2, PART B OF THE CO-BRANDING AGREEMENT",Document Name,10,9
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT,The Professional agrees to serve as a professional golf instructor during up to ten (10) golf clinics hosted by the Company per calendar year at locations within the United States to be determined by the Company.,Volume Restriction,36,39
